Timestamp,Int Temp,Int Hum,Ext Temp,Ext Hum,SystemV,RadiatorTemp
'19 Mar - 13:09:02',14.00,36.00,13.00,41.00,3.39,14.56
'19 Mar - 13:10:02',14.00,36.00,13.00,41.00,3.39,14.50
'19 Mar - 13:11:02',14.00,36.00,13.00,41.00,3.39,14.44
'19 Mar - 13:12:02',13.00,36.00,13.00,41.00,3.39,14.44
'19 Mar - 13:13:02',13.00,36.00,13.00,41.00,3.39,14.44
'19 Mar - 13:14:02',13.00,36.00,13.00,41.00,3.39,14.44
'19 Mar - 13:15:02',14.00,36.00,13.00,41.00,3.39,14.44
'19 Mar - 13:16:02',13.00,36.00,13.00,41.00,3.39,14.44
'19 Mar - 13:17:02',13.00,36.00,13.00,41.00,3.39,14.38
'19 Mar - 13:18:02',13.00,36.00,13.00,41.00,3.39,14.31
'19 Mar - 13:19:02',14.00,36.00,13.00,41.00,3.39,14.25
'19 Mar - 13:20:02',13.00,36.00,13.00,41.00,3.39,14.19
'19 Mar - 13:21:02',14.00,36.00,13.00,41.00,3.39,14.19
'19 Mar - 13:22:02',13.00,36.00,13.00,41.00,3.39,14.13
'19 Mar - 13:23:02',13.00,36.00,13.00,41.00,3.39,14.13
'19 Mar - 13:24:02',13.00,36.00,13.00,41.00,3.39,14.06
'19 Mar - 13:25:02',13.00,36.00,13.00,41.00,3.39,14.00
'19 Mar - 13:26:02',13.00,36.00,13.00,41.00,3.39,14.00
'19 Mar - 13:27:02',13.00,36.00,13.00,41.00,3.39,13.94
'19 Mar - 13:28:02',13.00,36.00,12.00,42.00,3.39,14.00
'19 Mar - 13:29:02',13.00,36.00,13.00,41.00,3.39,14.00
'19 Mar - 13:30:02',13.00,36.00,13.00,41.00,3.39,14.00
'19 Mar - 13:31:02',13.00,36.00,13.00,41.00,3.39,14.00
'19 Mar - 13:32:02',13.00,36.00,13.00,42.00,3.39,14.00
'19 Mar - 13:33:02',13.00,36.00,13.00,42.00,3.39,14.00
'19 Mar - 13:34:02',13.00,36.00,13.00,41.00,3.39,14.00
'19 Mar - 13:35:02',13.00,36.00,13.00,42.00,3.39,14.00
'19 Mar - 13:36:02',13.00,36.00,13.00,42.00,3.39,13.94
'19 Mar - 13:37:02',13.00,36.00,13.00,41.00,3.39,13.94
'19 Mar - 13:38:02',13.00,36.00,13.00,42.00,3.39,13.94
'19 Mar - 13:39:02',13.00,36.00,13.00,41.00,3.39,13.88
'19 Mar - 13:40:02',13.00,36.00,13.00,41.00,3.39,13.81
'19 Mar - 13:41:02',13.00,36.00,13.00,41.00,3.39,13.75
'19 Mar - 13:42:02',13.00,36.00,13.00,41.00,3.39,13.69
'19 Mar - 13:43:02',13.00,36.00,13.00,41.00,3.40,13.69
'19 Mar - 13:44:02',13.00,36.00,13.00,41.00,3.39,13.69
'19 Mar - 13:45:02',13.00,36.00,13.00,41.00,3.39,13.69
'19 Mar - 13:46:02',13.00,36.00,13.00,42.00,3.39,13.69
'19 Mar - 13:47:02',13.00,36.00,13.00,42.00,3.39,13.75
'19 Mar - 13:48:02',13.00,36.00,13.00,42.00,3.39,13.75
'19 Mar - 13:49:02',13.00,36.00,14.00,42.00,3.39,13.75
'19 Mar - 13:50:02',13.00,36.00,13.00,42.00,3.39,13.75
'19 Mar - 13:51:02',13.00,36.00,13.00,41.00,3.39,13.75
'19 Mar - 13:52:02',13.00,36.00,13.00,42.00,3.39,13.75
'19 Mar - 13:53:02',13.00,36.00,13.00,42.00,3.39,13.69
'19 Mar - 13:54:02',13.00,36.00,14.00,42.00,3.39,13.75
'19 Mar - 13:55:02',13.00,36.00,14.00,42.00,3.39,13.69
'19 Mar - 13:56:02',13.00,36.00,14.00,42.00,3.39,13.69
'19 Mar - 13:57:02',13.00,36.00,14.00,42.00,3.40,13.69
'19 Mar - 13:58:02',13.00,36.00,14.00,42.00,3.39,13.69
'19 Mar - 13:59:02',13.00,36.00,14.00,42.00,3.39,13.69
'19 Mar - 14:00:02',13.00,36.00,14.00,42.00,3.39,13.69
'19 Mar - 14:01:02',13.00,36.00,14.00,41.00,3.40,13.62
'19 Mar - 14:02:02',13.00,36.00,14.00,41.00,3.39,13.62
'19 Mar - 14:03:02',13.00,36.00,14.00,41.00,3.39,13.62
'19 Mar - 14:04:02',13.00,36.00,14.00,41.00,3.39,13.62
'19 Mar - 14:05:02',13.00,36.00,14.00,41.00,3.39,13.62
'19 Mar - 14:06:02',13.00,36.00,14.00,42.00,3.39,13.62
'19 Mar - 14:07:02',13.00,36.00,14.00,41.00,3.39,13.56
'19 Mar - 14:08:02',13.00,36.00,14.00,41.00,3.39,13.62
'19 Mar - 14:09:02',13.00,36.00,14.00,42.00,3.39,13.56
'19 Mar - 14:10:02',13.00,36.00,14.00,42.00,3.39,13.56
'19 Mar - 14:11:02',13.00,36.00,14.00,42.00,3.39,13.56
'19 Mar - 14:12:02',13.00,36.00,14.00,41.00,3.39,13.56
'19 Mar - 14:13:02',13.00,36.00,14.00,42.00,3.39,13.56
'19 Mar - 14:14:02',13.00,36.00,14.00,41.00,3.39,13.56
'19 Mar - 14:15:02',13.00,36.00,14.00,41.00,3.39,13.56
'19 Mar - 14:16:02',13.00,36.00,14.00,41.00,3.39,13.56
'19 Mar - 14:17:02',13.00,36.00,14.00,41.00,3.39,13.50
'19 Mar - 14:18:02',13.00,36.00,14.00,41.00,3.39,13.50
'19 Mar - 14:19:02',13.00,36.00,14.00,41.00,3.39,13.50
'19 Mar - 14:20:02',13.00,36.00,14.00,41.00,3.39,13.50
'19 Mar - 14:21:02',13.00,36.00,14.00,41.00,3.39,13.50
'19 Mar - 14:22:02',13.00,36.00,14.00,41.00,3.39,13.50
'19 Mar - 14:23:02',13.00,36.00,14.00,41.00,3.39,13.50
'19 Mar - 14:24:02',13.00,36.00,14.00,41.00,3.39,13.44
'19 Mar - 14:25:02',13.00,36.00,14.00,41.00,3.39,13.44
'19 Mar - 14:26:02',13.00,36.00,13.00,41.00,3.39,13.44
'19 Mar - 14:27:02',13.00,36.00,14.00,41.00,3.39,13.44
'19 Mar - 14:28:02',13.00,36.00,14.00,41.00,3.39,13.44
'19 Mar - 14:29:02',13.00,36.00,14.00,41.00,3.39,13.38
'19 Mar - 14:30:02',13.00,36.00,14.00,41.00,3.39,13.38
'19 Mar - 14:31:02',13.00,36.00,14.00,41.00,3.39,13.38
'19 Mar - 14:32:02',13.00,36.00,14.00,41.00,3.39,13.38
'19 Mar - 14:33:02',13.00,36.00,14.00,41.00,3.39,13.38
'19 Mar - 14:34:02',13.00,36.00,14.00,41.00,3.39,13.38
'19 Mar - 14:35:02',13.00,36.00,14.00,41.00,3.39,13.31
'19 Mar - 14:36:02',13.00,36.00,13.00,41.00,3.39,13.31
'19 Mar - 14:37:02',13.00,36.00,13.00,41.00,3.39,13.31
'19 Mar - 14:38:02',13.00,36.00,13.00,41.00,3.39,13.31
'19 Mar - 14:39:02',13.00,36.00,13.00,41.00,3.39,13.31
'19 Mar - 14:40:02',13.00,36.00,13.00,41.00,3.39,13.31
'19 Mar - 14:41:02',13.00,36.00,13.00,41.00,3.39,13.31
'19 Mar - 14:42:02',13.00,36.00,13.00,41.00,3.39,13.31
'19 Mar - 14:43:02',13.00,36.00,13.00,41.00,3.39,13.25
'19 Mar - 14:44:02',13.00,36.00,13.00,41.00,3.39,13.31
'19 Mar - 14:45:02',13.00,36.00,13.00,41.00,3.39,13.31
'19 Mar - 14:46:02',13.00,36.00,14.00,41.00,3.39,13.25
'19 Mar - 14:47:02',13.00,36.00,14.00,41.00,3.39,13.25
'19 Mar - 14:48:02',13.00,36.00,14.00,41.00,3.39,13.25
'19 Mar - 14:49:02',13.00,36.00,14.00,41.00,3.39,13.25
'19 Mar - 14:50:02',13.00,36.00,14.00,41.00,3.39,13.25
'19 Mar - 14:51:02',13.00,36.00,14.00,41.00,3.39,13.25
'19 Mar - 14:52:02',13.00,36.00,14.00,41.00,3.39,13.25
'19 Mar - 14:53:02',13.00,36.00,14.00,41.00,3.39,13.25
'19 Mar - 14:54:02',13.00,36.00,14.00,41.00,3.39,13.25
'19 Mar - 14:55:02',13.00,36.00,14.00,41.00,3.39,13.25
'19 Mar - 14:56:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 14:57:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 14:58:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 14:59:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 15:00:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 15:01:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 15:02:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 15:03:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 15:04:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 15:05:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 15:06:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 15:07:02',13.00,36.00,14.00,41.00,3.39,13.19
'19 Mar - 15:08:02',13.00,36.00,14.00,41.00,3.39,13.13
'19 Mar - 15:09:02',13.00,36.00,14.00,41.00,3.39,13.13
'19 Mar - 15:10:02',13.00,36.00,14.00,41.00,3.39,13.13
'19 Mar - 15:11:02',13.00,36.00,14.00,41.00,3.39,13.13
'19 Mar - 15:12:02',13.00,36.00,14.00,41.00,3.39,13.13
'19 Mar - 15:13:02',13.00,36.00,14.00,41.00,3.39,13.06
'19 Mar - 15:14:02',13.00,36.00,14.00,41.00,3.39,13.13
'19 Mar - 15:15:02',13.00,36.00,14.00,41.00,3.39,13.13
'19 Mar - 15:16:02',13.00,36.00,14.00,41.00,3.39,13.13
'19 Mar - 15:17:02',13.00,36.00,14.00,41.00,3.39,13.06
'19 Mar - 15:18:02',13.00,36.00,14.00,41.00,3.39,13.06
'19 Mar - 15:19:02',13.00,36.00,14.00,41.00,3.39,13.13
'19 Mar - 15:20:02',13.00,36.00,14.00,41.00,3.39,13.06
'19 Mar - 15:21:02',13.00,36.00,14.00,41.00,3.39,13.06
'19 Mar - 15:22:02',13.00,36.00,14.00,41.00,3.39,13.06
'19 Mar - 15:23:02',13.00,36.00,14.00,41.00,3.39,13.06
'19 Mar - 15:24:02',13.00,36.00,14.00,41.00,3.39,13.06
'19 Mar - 15:25:02',13.00,36.00,14.00,41.00,3.39,13.06
'19 Mar - 15:26:02',13.00,36.00,14.00,41.00,3.39,13.06
'19 Mar - 15:27:02',13.00,36.00,14.00,41.00,3.39,13.00
'19 Mar - 15:28:02',13.00,36.00,14.00,41.00,3.39,13.00
'19 Mar - 15:29:02',13.00,36.00,14.00,41.00,3.39,13.00
'19 Mar - 15:30:02',13.00,36.00,14.00,41.00,3.39,13.00
'19 Mar - 15:31:02',13.00,36.00,14.00,43.00,3.39,13.00
'19 Mar - 15:32:02',13.00,36.00,13.00,41.00,3.39,13.00
'19 Mar - 15:33:02',13.00,36.00,13.00,41.00,3.39,13.00
'19 Mar - 15:34:02',13.00,36.00,13.00,41.00,3.39,13.00
'19 Mar - 15:35:02',13.00,36.00,13.00,41.00,3.39,13.00
'19 Mar - 15:36:02',13.00,36.00,13.00,41.00,3.39,13.00
'19 Mar - 15:37:02',13.00,36.00,13.00,41.00,3.39,13.00
'19 Mar - 15:38:02',13.00,36.00,13.00,41.00,3.39,13.00
'19 Mar - 15:39:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:40:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:41:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:42:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:43:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:44:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:45:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:46:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:47:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:48:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:49:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:50:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:51:02',13.00,36.00,13.00,41.00,3.39,12.88
'19 Mar - 15:52:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:53:02',13.00,36.00,13.00,41.00,3.39,12.88
'19 Mar - 15:54:02',13.00,36.00,13.00,41.00,3.39,12.88
'19 Mar - 15:55:02',13.00,36.00,13.00,41.00,3.39,12.88
'19 Mar - 15:56:02',13.00,36.00,13.00,41.00,3.39,12.94
'19 Mar - 15:57:02',13.00,36.00,13.00,41.00,3.39,12.88
'19 Mar - 15:58:02',13.00,36.00,13.00,41.00,3.39,12.88
'19 Mar - 15:59:02',13.00,36.00,13.00,41.00,3.39,12.88
'19 Mar - 16:00:02',13.00,36.00,13.00,41.00,3.39,12.88
'19 Mar - 16:01:02',13.00,36.00,13.00,41.00,3.39,12.88
'19 Mar - 16:02:02',13.00,36.00,12.00,42.00,3.39,12.88
'19 Mar - 16:03:02',13.00,36.00,12.00,42.00,3.39,12.88
'19 Mar - 16:04:02',13.00,36.00,12.00,42.00,3.39,12.88
'19 Mar - 16:05:02',13.00,36.00,12.00,42.00,3.39,12.88
'19 Mar - 16:06:02',13.00,36.00,12.00,42.00,3.39,12.88
'19 Mar - 16:07:02',13.00,36.00,12.00,42.00,3.39,12.88
'19 Mar - 16:08:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:09:02',13.00,36.00,12.00,42.00,3.39,12.88
'19 Mar - 16:10:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:11:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:12:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:13:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:14:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:15:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:16:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:17:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:18:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:19:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:20:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:21:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:22:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:23:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:24:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:25:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:26:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:27:02',13.00,36.00,12.00,42.00,3.39,12.81
'19 Mar - 16:28:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:29:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:30:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:31:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:32:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:33:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:34:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:35:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:36:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:37:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:38:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:39:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:40:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:41:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:42:02',13.00,36.00,12.00,42.00,3.39,12.75
'19 Mar - 16:43:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:44:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:45:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:46:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:47:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:48:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:49:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:50:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:51:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:52:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:53:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:54:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:55:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:56:02',13.00,36.00,12.00,42.00,3.39,12.69
'19 Mar - 16:57:02',13.00,36.00,12.00,43.00,3.39,12.69
'19 Mar - 16:58:02',13.00,36.00,12.00,43.00,3.39,12.69
'19 Mar - 16:59:02',13.00,36.00,12.00,43.00,3.39,12.69
'19 Mar - 17:00:02',13.00,36.00,12.00,43.00,3.39,12.69
'19 Mar - 17:01:02',13.00,36.00,12.00,43.00,3.39,12.69
'19 Mar - 17:02:02',13.00,36.00,12.00,43.00,3.39,12.69
'19 Mar - 17:03:02',13.00,36.00,12.00,43.00,3.39,12.63
'19 Mar - 17:04:02',13.00,36.00,12.00,43.00,3.39,12.69
'19 Mar - 17:05:02',13.00,36.00,12.00,43.00,3.39,12.63
'19 Mar - 17:06:02',13.00,36.00,12.00,43.00,3.39,12.63
'19 Mar - 17:07:02',13.00,36.00,12.00,43.00,3.39,12.63
'19 Mar - 17:08:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:09:02',13.00,36.00,11.00,43.00,3.40,12.63
'19 Mar - 17:10:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:11:02',13.00,36.00,11.00,43.00,3.39,12.56
'19 Mar - 17:12:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:13:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:14:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:15:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:16:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:17:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:18:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:19:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:20:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:21:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:22:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:23:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:24:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:25:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:26:02',13.00,36.00,11.00,43.00,3.39,12.63
'19 Mar - 17:27:02',13.00,36.00,11.00,43.00,3.39,12.56
'19 Mar - 17:28:02',13.00,36.00,11.00,43.00,3.39,12.56
'19 Mar - 17:29:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:30:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:31:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:32:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:33:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:34:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:35:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:36:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:37:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:38:02',13.00,36.00,10.00,45.00,3.39,12.56
'19 Mar - 17:39:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:40:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:41:02',13.00,36.00,10.00,44.00,3.39,12.50
'19 Mar - 17:42:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:43:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:44:02',13.00,36.00,10.00,44.00,3.39,12.56
'19 Mar - 17:45:02',13.00,36.00,10.00,45.00,3.39,12.56
'19 Mar - 17:46:02',13.00,36.00,10.00,45.00,3.39,12.50
'19 Mar - 17:47:02',13.00,36.00,10.00,45.00,3.39,12.50
'19 Mar - 17:48:02',13.00,36.00,10.00,45.00,3.39,12.50
'19 Mar - 17:49:02',13.00,36.00,10.00,45.00,3.39,12.50
'19 Mar - 17:50:02',13.00,36.00,10.00,45.00,3.39,12.50
'19 Mar - 17:51:02',13.00,36.00,9.000,45.00,3.39,12.50
'19 Mar - 17:52:02',13.00,36.00,9.000,45.00,3.39,12.50
'19 Mar - 17:53:02',13.00,36.00,9.000,45.00,3.39,12.50
'19 Mar - 17:54:02',13.00,36.00,9.000,45.00,3.39,12.50
'19 Mar - 17:55:02',13.00,36.00,9.000,45.00,3.39,12.44
'19 Mar - 17:56:02',13.00,36.00,9.000,45.00,3.39,12.44
'19 Mar - 17:57:02',13.00,36.00,9.000,45.00,3.39,12.44
'19 Mar - 17:58:02',13.00,36.00,9.000,45.00,3.39,12.44
'19 Mar - 17:59:02',13.00,36.00,9.000,45.00,3.39,12.37
'19 Mar - 18:00:02',13.00,36.00,9.000,45.00,3.39,12.44
'19 Mar - 18:01:02',13.00,36.00,9.000,45.00,3.39,12.37
'19 Mar - 18:02:02',13.00,36.00,9.000,45.00,3.39,12.37
'19 Mar - 18:03:02',13.00,36.00,9.000,45.00,3.39,12.31
'19 Mar - 18:04:02',13.00,36.00,9.000,45.00,3.39,12.31
'19 Mar - 18:05:02',13.00,36.00,9.000,45.00,3.39,12.37
'19 Mar - 18:06:02',13.00,36.00,9.000,45.00,3.39,12.31
'19 Mar - 18:07:02',13.00,36.00,9.000,45.00,3.39,12.31
'19 Mar - 18:08:02',13.00,36.00,8.000,47.00,3.39,12.31
'19 Mar - 18:09:02',13.00,36.00,8.000,47.00,3.39,12.31
'19 Mar - 18:10:02',13.00,36.00,8.000,47.00,3.39,12.31
'19 Mar - 18:11:02',13.00,36.00,8.000,47.00,3.39,12.31
'19 Mar - 18:12:02',13.00,36.00,8.000,47.00,3.39,12.31
'19 Mar - 18:13:02',13.00,36.00,8.000,47.00,3.39,12.25
'19 Mar - 18:14:02',13.00,36.00,8.000,47.00,3.39,12.25
'19 Mar - 18:15:02',13.00,36.00,8.000,48.00,3.39,12.25
'19 Mar - 18:16:02',13.00,36.00,8.000,48.00,3.39,12.19
'19 Mar - 18:17:02',13.00,36.00,8.000,48.00,3.39,12.25
'19 Mar - 18:18:02',13.00,36.00,8.000,48.00,3.39,12.19
'19 Mar - 18:19:02',13.00,36.00,8.000,48.00,3.39,12.13
'19 Mar - 18:20:02',13.00,36.00,8.000,48.00,3.39,12.19
'19 Mar - 18:21:02',13.00,36.00,8.000,48.00,3.39,12.13
'19 Mar - 18:22:02',13.00,36.00,8.000,48.00,3.39,12.13
'19 Mar - 18:23:02',13.00,36.00,8.000,48.00,3.39,12.13
'19 Mar - 18:24:02',13.00,36.00,8.000,48.00,3.39,12.06
'19 Mar - 18:25:02',13.00,36.00,8.000,49.00,3.39,12.13
'19 Mar - 18:26:02',13.00,36.00,8.000,49.00,3.39,12.06
'19 Mar - 18:27:02',13.00,36.00,8.000,49.00,3.39,12.06
'19 Mar - 18:28:02',13.00,36.00,8.000,49.00,3.39,12.06
'19 Mar - 18:29:02',13.00,36.00,8.000,49.00,3.39,12.00
'19 Mar - 18:30:02',13.00,36.00,8.000,49.00,3.39,12.00
'19 Mar - 18:31:02',13.00,36.00,8.000,49.00,3.39,12.00
'19 Mar - 18:32:02',13.00,36.00,7.000,49.00,3.39,11.94
'19 Mar - 18:33:02',13.00,36.00,7.000,49.00,3.39,11.94
'19 Mar - 18:34:02',13.00,36.00,7.000,49.00,3.39,11.94
'19 Mar - 18:35:02',13.00,36.00,7.000,50.00,3.39,11.94
'19 Mar - 18:36:02',13.00,36.00,7.000,50.00,3.39,11.94
'19 Mar - 18:37:02',13.00,36.00,7.000,50.00,3.39,11.94
'19 Mar - 18:38:02',13.00,36.00,7.000,50.00,3.39,11.94
'19 Mar - 18:39:02',13.00,36.00,7.000,50.00,3.39,11.88
'19 Mar - 18:40:02',13.00,36.00,7.000,50.00,3.39,11.88
'19 Mar - 18:41:02',13.00,36.00,7.000,50.00,3.39,11.88
'19 Mar - 18:42:02',13.00,36.00,7.000,50.00,3.39,11.81
'19 Mar - 18:43:02',13.00,36.00,7.000,51.00,3.39,11.81
'19 Mar - 18:44:02',13.00,36.00,7.000,51.00,3.39,11.81
'19 Mar - 18:45:02',13.00,36.00,7.000,51.00,3.39,11.81
'19 Mar - 18:46:02',13.00,36.00,7.000,51.00,3.40,11.75
'19 Mar - 18:47:02',13.00,36.00,7.000,51.00,3.39,11.75
'19 Mar - 18:48:02',13.00,36.00,7.000,51.00,3.39,11.75
'19 Mar - 18:49:02',13.00,36.00,7.000,51.00,3.39,11.75
'19 Mar - 18:50:02',13.00,36.00,7.000,52.00,3.39,11.69
'19 Mar - 18:51:02',13.00,36.00,7.000,52.00,3.39,11.69
'19 Mar - 18:52:02',13.00,36.00,7.000,52.00,3.39,11.69
'19 Mar - 18:53:02',13.00,36.00,7.000,52.00,3.39,11.69
'19 Mar - 18:54:02',13.00,36.00,7.000,52.00,3.39,11.63
'19 Mar - 18:55:02',13.00,36.00,7.000,52.00,3.39,11.63
'19 Mar - 18:56:02',13.00,36.00,7.000,52.00,3.39,11.63
'19 Mar - 18:57:02',13.00,36.00,7.000,52.00,3.39,11.63
'19 Mar - 18:58:02',13.00,36.00,7.000,52.00,3.39,11.63
'19 Mar - 18:59:02',13.00,36.00,7.000,53.00,3.39,11.63
'19 Mar - 19:00:02',13.00,36.00,7.000,53.00,3.39,11.63
'19 Mar - 19:01:02',13.00,36.00,7.000,53.00,3.39,11.63
'19 Mar - 19:02:02',13.00,36.00,7.000,53.00,3.39,11.63
'19 Mar - 19:03:02',13.00,36.00,7.000,53.00,3.39,11.56
'19 Mar - 19:04:02',13.00,36.00,7.000,53.00,3.39,11.56
'19 Mar - 19:05:02',13.00,36.00,7.000,53.00,3.39,11.56
'19 Mar - 19:06:02',13.00,36.00,7.000,54.00,3.39,11.56
'19 Mar - 19:07:02',13.00,36.00,7.000,54.00,3.39,11.50
'19 Mar - 19:08:02',13.00,36.00,7.000,54.00,3.39,11.50
'19 Mar - 19:09:02',13.00,36.00,7.000,54.00,3.39,11.44
'19 Mar - 19:10:02',13.00,36.00,7.000,54.00,3.39,11.44
'19 Mar - 19:11:02',13.00,36.00,7.000,54.00,3.39,11.44
'19 Mar - 19:12:02',13.00,36.00,7.000,54.00,3.39,11.38
'19 Mar - 19:13:02',13.00,36.00,7.000,54.00,3.39,11.38
'19 Mar - 19:14:02',13.00,36.00,7.000,54.00,3.39,11.38
'19 Mar - 19:15:02',13.00,36.00,7.000,55.00,3.39,11.38
