Timestamp,Int Temp,Int Hum,Ext Temp,Ext Hum,SystemV,RadiatorTemp
'19 Mar - 07:01:58',11.00,37.00,6.000,88.00,3.39,7.50
'19 Mar - 07:02:58',11.00,36.00,6.000,88.00,3.39,7.50
'19 Mar - 07:03:58',11.00,36.00,6.000,88.00,3.39,7.50
'19 Mar - 07:04:58',11.00,37.00,6.000,88.00,3.39,7.50
'19 Mar - 07:05:58',11.00,36.00,6.000,88.00,3.39,7.50
'19 Mar - 07:06:58',11.00,36.00,6.000,88.00,3.39,7.56
'19 Mar - 07:07:58',11.00,36.00,6.000,88.00,3.39,7.56
'19 Mar - 07:08:58',11.00,36.00,6.000,88.00,3.39,7.56
'19 Mar - 07:09:58',11.00,37.00,6.000,88.00,3.39,7.56
'19 Mar - 07:10:58',11.00,37.00,6.000,88.00,3.39,7.56
'19 Mar - 07:11:58',11.00,36.00,6.000,88.00,3.39,7.62
'19 Mar - 07:12:58',11.00,37.00,6.000,88.00,3.39,7.56
'19 Mar - 07:13:58',11.00,36.00,6.000,88.00,3.39,7.56
'19 Mar - 07:14:58',11.00,36.00,6.000,88.00,3.39,7.56
'19 Mar - 07:15:58',11.00,36.00,6.000,88.00,3.39,7.56
'19 Mar - 07:16:58',11.00,36.00,6.000,88.00,3.39,7.56
'19 Mar - 07:17:58',11.00,36.00,6.000,88.00,3.39,7.56
'19 Mar - 07:18:58',11.00,36.00,6.000,88.00,3.39,7.62
'19 Mar - 07:19:58',11.00,36.00,6.000,88.00,3.39,7.62
'19 Mar - 07:20:58',11.00,37.00,6.000,88.00,3.39,7.62
'19 Mar - 07:21:58',11.00,36.00,6.000,88.00,3.39,7.62
'19 Mar - 07:22:58',11.00,36.00,6.000,88.00,3.39,7.62
'19 Mar - 07:23:58',11.00,36.00,6.000,88.00,3.39,7.56
'19 Mar - 07:24:58',11.00,36.00,6.000,88.00,3.39,7.62
'19 Mar - 07:25:58',11.00,36.00,6.000,88.00,3.39,7.62
'19 Mar - 07:26:58',11.00,36.00,7.000,87.00,3.39,7.62
'19 Mar - 07:27:58',11.00,36.00,7.000,87.00,3.39,7.62
'19 Mar - 07:28:58',11.00,36.00,7.000,87.00,3.39,7.62
'19 Mar - 07:29:58',11.00,36.00,7.000,87.00,3.39,7.62
'19 Mar - 07:30:58',11.00,36.00,7.000,87.00,3.39,7.62
'19 Mar - 07:31:58',11.00,36.00,7.000,87.00,3.39,7.62
'19 Mar - 07:32:58',11.00,36.00,7.000,87.00,3.39,7.62
'19 Mar - 07:33:58',11.00,36.00,7.000,87.00,3.39,7.62
'19 Mar - 07:34:58',11.00,37.00,7.000,87.00,3.39,7.62
'19 Mar - 07:35:58',11.00,37.00,7.000,87.00,3.39,7.69
'19 Mar - 07:36:58',11.00,36.00,7.000,87.00,3.39,7.69
'19 Mar - 07:37:58',11.00,36.00,7.000,87.00,3.39,7.69
'19 Mar - 07:38:58',11.00,36.00,7.000,87.00,3.39,7.69
'19 Mar - 07:39:58',11.00,37.00,7.000,87.00,3.39,7.69
'19 Mar - 07:40:58',11.00,36.00,7.000,87.00,3.39,7.69
'19 Mar - 07:41:58',11.00,36.00,7.000,87.00,3.39,7.69
'19 Mar - 07:42:58',11.00,36.00,7.000,87.00,3.39,7.69
'19 Mar - 07:43:58',11.00,36.00,7.000,87.00,3.39,7.75
'19 Mar - 07:44:58',11.00,36.00,7.000,87.00,3.39,7.75
'19 Mar - 07:45:58',11.00,37.00,7.000,87.00,3.39,7.75
'19 Mar - 07:46:58',11.00,37.00,7.000,87.00,3.39,7.75
'19 Mar - 07:47:58',11.00,37.00,7.000,87.00,3.39,7.75
'19 Mar - 07:48:58',11.00,37.00,7.000,87.00,3.39,7.75
'19 Mar - 07:49:58',11.00,36.00,7.000,87.00,3.40,7.75
'19 Mar - 07:50:58',11.00,36.00,7.000,87.00,3.39,7.75
'19 Mar - 07:51:58',11.00,36.00,7.000,87.00,3.39,7.75
'19 Mar - 07:52:58',11.00,37.00,7.000,87.00,3.39,7.81
'19 Mar - 07:53:58',11.00,36.00,7.000,87.00,3.39,7.81
'19 Mar - 07:54:58',11.00,36.00,7.000,87.00,3.39,7.81
'19 Mar - 07:55:58',11.00,36.00,7.000,87.00,3.39,7.81
'19 Mar - 07:56:58',11.00,36.00,7.000,87.00,3.39,7.81
'19 Mar - 07:57:58',11.00,37.00,7.000,86.00,3.39,7.81
'19 Mar - 07:58:58',11.00,36.00,7.000,86.00,3.39,7.81
'19 Mar - 07:59:58',11.00,36.00,7.000,86.00,3.40,7.81
'19 Mar - 08:00:58',11.00,37.00,7.000,85.00,3.39,7.87
'19 Mar - 08:01:58',11.00,36.00,7.000,85.00,3.39,7.87
'19 Mar - 08:02:58',11.00,37.00,8.000,85.00,3.39,7.87
'19 Mar - 08:03:58',11.00,36.00,8.000,85.00,3.39,7.87
'19 Mar - 08:04:58',11.00,36.00,8.000,85.00,3.39,7.87
'19 Mar - 08:05:58',11.00,36.00,8.000,85.00,3.40,7.87
'19 Mar - 08:06:58',11.00,36.00,8.000,85.00,3.39,7.87
'19 Mar - 08:07:58',11.00,36.00,8.000,85.00,3.39,7.94
'19 Mar - 08:08:58',11.00,36.00,8.000,85.00,3.40,7.87
'19 Mar - 08:09:58',11.00,36.00,8.000,85.00,3.39,7.94
'19 Mar - 08:10:58',11.00,36.00,8.000,84.00,3.39,7.94
'19 Mar - 08:11:58',11.00,36.00,8.000,84.00,3.39,7.94
'19 Mar - 08:12:58',11.00,36.00,8.000,84.00,3.39,7.94
'19 Mar - 08:13:58',11.00,36.00,8.000,84.00,3.39,7.94
'19 Mar - 08:14:58',11.00,37.00,8.000,84.00,3.39,7.94
'19 Mar - 08:15:58',11.00,36.00,8.000,84.00,3.39,8.00
'19 Mar - 08:16:58',11.00,37.00,8.000,84.00,3.39,8.00
'19 Mar - 08:17:58',11.00,36.00,8.000,84.00,3.39,8.00
'19 Mar - 08:18:58',11.00,36.00,8.000,84.00,3.39,8.00
'19 Mar - 08:19:58',11.00,36.00,8.000,83.00,3.39,8.00
'19 Mar - 08:20:58',11.00,37.00,8.000,83.00,3.39,8.00
'19 Mar - 08:21:58',11.00,37.00,8.000,83.00,3.39,8.00
'19 Mar - 08:22:58',11.00,36.00,8.000,83.00,3.39,8.06
'19 Mar - 08:23:58',11.00,37.00,8.000,83.00,3.39,8.00
'19 Mar - 08:24:58',11.00,36.00,8.000,83.00,3.39,8.06
'19 Mar - 08:25:58',11.00,37.00,8.000,83.00,3.39,8.06
'19 Mar - 08:26:58',11.00,37.00,8.000,82.00,3.40,8.06
'19 Mar - 08:27:58',11.00,36.00,8.000,82.00,3.39,8.06
'19 Mar - 08:28:58',11.00,37.00,9.000,81.00,3.39,8.06
'19 Mar - 08:29:58',11.00,37.00,9.000,81.00,3.39,8.06
'19 Mar - 08:30:58',11.00,37.00,9.000,81.00,3.39,8.06
'19 Mar - 08:31:58',11.00,36.00,9.000,80.00,3.39,8.13
'19 Mar - 08:32:58',11.00,37.00,9.000,80.00,3.39,8.13
'19 Mar - 08:33:58',11.00,37.00,9.000,80.00,3.39,8.13
'19 Mar - 08:34:58',11.00,36.00,9.000,80.00,3.39,8.13
'19 Mar - 08:35:58',11.00,36.00,9.000,80.00,3.40,8.13
'19 Mar - 08:36:58',11.00,36.00,9.000,80.00,3.39,8.19
'19 Mar - 08:37:58',11.00,37.00,9.000,80.00,3.40,8.19
'19 Mar - 08:38:58',11.00,37.00,9.000,79.00,3.39,8.19
'19 Mar - 08:39:58',11.00,36.00,9.000,79.00,3.40,8.19
'19 Mar - 08:40:58',11.00,37.00,9.000,79.00,3.39,8.25
'19 Mar - 08:41:58',11.00,37.00,9.000,79.00,3.39,8.25
'19 Mar - 08:42:58',11.00,36.00,9.000,79.00,3.39,8.19
'19 Mar - 08:43:58',11.00,37.00,9.000,78.00,3.39,8.25
'19 Mar - 08:44:58',11.00,36.00,9.000,78.00,3.39,8.25
'19 Mar - 08:45:58',11.00,36.00,9.000,78.00,3.39,8.31
'19 Mar - 08:46:58',11.00,37.00,9.000,78.00,3.39,8.31
'19 Mar - 08:47:58',11.00,36.00,9.000,77.00,3.39,8.31
'19 Mar - 08:48:58',11.00,36.00,9.000,77.00,3.39,8.31
'19 Mar - 08:49:58',11.00,36.00,9.000,77.00,3.39,8.31
'19 Mar - 08:51:02',11.00,36.00,9.000,77.00,3.39,8.31
'19 Mar - 08:52:02',11.00,37.00,9.000,76.00,3.39,8.31
'19 Mar - 08:53:02',11.00,36.00,9.000,76.00,3.39,8.38
'19 Mar - 08:54:02',11.00,37.00,10.00,76.00,3.39,8.31
'19 Mar - 08:55:02',11.00,37.00,10.00,76.00,3.39,8.38
'19 Mar - 08:56:02',11.00,37.00,10.00,75.00,3.39,8.38
'19 Mar - 08:57:02',11.00,37.00,10.00,75.00,3.39,8.38
'19 Mar - 08:58:02',11.00,37.00,10.00,75.00,3.39,8.38
'19 Mar - 08:59:02',11.00,36.00,10.00,75.00,3.39,8.44
'19 Mar - 09:00:02',11.00,36.00,10.00,74.00,3.39,8.56
'19 Mar - 09:01:02',11.00,37.00,10.00,74.00,3.39,9.81
'19 Mar - 09:02:02',11.00,36.00,10.00,74.00,3.39,11.63
'19 Mar - 09:03:02',11.00,37.00,10.00,73.00,3.39,13.69
'19 Mar - 09:04:02',11.00,36.00,10.00,73.00,3.39,15.81
'19 Mar - 09:05:02',11.00,37.00,10.00,72.00,3.39,17.94
'19 Mar - 09:06:02',11.00,37.00,10.00,72.00,3.39,20.00
'19 Mar - 09:07:02',11.00,36.00,10.00,71.00,3.39,22.19
'19 Mar - 09:08:02',11.00,37.00,11.00,70.00,3.39,24.37
'19 Mar - 09:09:02',11.00,36.00,11.00,69.00,3.39,26.62
'19 Mar - 09:10:02',12.00,36.00,11.00,69.00,3.39,28.69
'19 Mar - 09:11:02',12.00,36.00,11.00,68.00,3.39,30.50
'19 Mar - 09:12:02',12.00,36.00,11.00,67.00,3.39,32.19
'19 Mar - 09:13:02',12.00,37.00,11.00,67.00,3.39,33.75
'19 Mar - 09:14:02',12.00,36.00,11.00,66.00,3.39,35.19
'19 Mar - 09:15:02',12.00,37.00,11.00,66.00,3.40,36.56
'19 Mar - 09:16:02',12.00,37.00,11.00,66.00,3.39,37.81
'19 Mar - 09:17:02',12.00,37.00,11.00,65.00,3.39,38.94
'19 Mar - 09:18:02',12.00,37.00,11.00,65.00,3.39,39.81
'19 Mar - 09:19:02',13.00,36.00,11.00,64.00,3.39,40.31
'19 Mar - 09:20:02',13.00,36.00,11.00,64.00,3.39,40.56
'19 Mar - 09:21:02',13.00,36.00,11.00,63.00,3.39,40.56
'19 Mar - 09:22:02',13.00,36.00,11.00,63.00,3.39,40.44
'19 Mar - 09:23:02',13.00,36.00,11.00,62.00,3.39,40.38
'19 Mar - 09:24:02',13.00,36.00,11.00,62.00,3.39,40.56
'19 Mar - 09:25:02',13.00,36.00,11.00,62.00,3.39,40.94
'19 Mar - 09:26:02',13.00,36.00,11.00,61.00,3.39,41.50
'19 Mar - 09:27:02',13.00,36.00,11.00,61.00,3.39,42.00
'19 Mar - 09:28:02',13.00,36.00,11.00,61.00,3.39,42.56
'19 Mar - 09:29:02',13.00,36.00,11.00,60.00,3.39,43.00
'19 Mar - 09:30:02',13.00,36.00,11.00,60.00,3.39,43.19
'19 Mar - 09:31:02',14.00,36.00,11.00,59.00,3.39,43.19
'19 Mar - 09:32:02',14.00,36.00,11.00,59.00,3.39,43.00
'19 Mar - 09:33:02',14.00,36.00,11.00,59.00,3.39,42.62
'19 Mar - 09:34:02',14.00,36.00,11.00,58.00,3.39,42.19
'19 Mar - 09:35:02',14.00,36.00,11.00,58.00,3.39,41.75
'19 Mar - 09:36:02',14.00,36.00,11.00,57.00,3.39,41.50
'19 Mar - 09:37:02',14.00,36.00,11.00,56.00,3.39,41.56
'19 Mar - 09:38:02',14.00,36.00,11.00,55.00,3.39,41.88
'19 Mar - 09:39:02',14.00,36.00,11.00,54.00,3.39,42.31
'19 Mar - 09:40:02',14.00,36.00,11.00,54.00,3.39,42.69
'19 Mar - 09:41:02',14.00,36.00,11.00,53.00,3.39,43.19
'19 Mar - 09:42:02',14.00,36.00,11.00,53.00,3.39,43.50
'19 Mar - 09:43:02',14.00,36.00,12.00,52.00,3.39,43.63
'19 Mar - 09:44:02',14.00,36.00,12.00,52.00,3.39,43.63
'19 Mar - 09:45:02',14.00,36.00,12.00,51.00,3.39,43.38
'19 Mar - 09:46:02',14.00,36.00,11.00,50.00,3.39,43.00
'19 Mar - 09:47:02',14.00,36.00,11.00,50.00,3.39,42.56
'19 Mar - 09:48:02',14.00,36.00,12.00,50.00,3.39,42.13
'19 Mar - 09:49:02',14.00,36.00,12.00,50.00,3.39,41.94
'19 Mar - 09:50:02',14.00,36.00,12.00,50.00,3.39,42.06
'19 Mar - 09:51:02',14.00,36.00,12.00,50.00,3.39,42.31
'19 Mar - 09:52:02',14.00,36.00,12.00,49.00,3.39,42.75
'19 Mar - 09:53:02',14.00,36.00,12.00,49.00,3.39,43.13
'19 Mar - 09:54:02',14.00,36.00,12.00,49.00,3.39,43.63
'19 Mar - 09:55:02',14.00,36.00,12.00,49.00,3.39,43.87
'19 Mar - 09:56:02',14.00,36.00,12.00,49.00,3.39,43.94
'19 Mar - 09:57:02',14.00,36.00,12.00,49.00,3.39,43.75
'19 Mar - 09:58:02',14.00,36.00,12.00,48.00,3.39,43.44
'19 Mar - 09:59:02',14.00,36.00,12.00,48.00,3.39,43.06
'19 Mar - 10:00:02',14.00,36.00,12.00,48.00,3.39,42.56
'19 Mar - 10:01:02',14.00,36.00,12.00,48.00,3.39,42.19
'19 Mar - 10:02:02',14.00,36.00,12.00,47.00,3.39,42.06
'19 Mar - 10:03:02',14.00,36.00,12.00,47.00,3.39,42.25
'19 Mar - 10:04:02',15.00,35.00,12.00,47.00,3.39,42.56
'19 Mar - 10:05:02',15.00,35.00,12.00,47.00,3.39,43.06
'19 Mar - 10:06:02',15.00,35.00,12.00,47.00,3.39,43.56
'19 Mar - 10:07:02',15.00,35.00,12.00,47.00,3.39,43.94
'19 Mar - 10:08:02',15.00,35.00,12.00,46.00,3.39,44.19
'19 Mar - 10:09:02',15.00,35.00,12.00,46.00,3.39,44.13
'19 Mar - 10:10:02',15.00,35.00,12.00,46.00,3.39,43.94
'19 Mar - 10:11:02',15.00,35.00,12.00,46.00,3.39,43.63
'19 Mar - 10:12:02',15.00,35.00,12.00,45.00,3.39,43.19
'19 Mar - 10:13:02',15.00,35.00,12.00,45.00,3.39,42.81
'19 Mar - 10:14:02',15.00,35.00,12.00,45.00,3.39,42.44
'19 Mar - 10:15:02',15.00,35.00,12.00,44.00,3.39,42.50
'19 Mar - 10:16:02',15.00,35.00,12.00,44.00,3.39,42.81
'19 Mar - 10:17:02',15.00,35.00,12.00,44.00,3.39,43.00
'19 Mar - 10:18:02',15.00,35.00,12.00,44.00,3.39,43.19
'19 Mar - 10:19:02',15.00,35.00,12.00,44.00,3.39,43.31
'19 Mar - 10:20:02',15.00,35.00,12.00,44.00,3.39,43.50
'19 Mar - 10:21:02',15.00,35.00,12.00,44.00,3.39,43.69
'19 Mar - 10:22:02',15.00,35.00,12.00,44.00,3.39,43.94
'19 Mar - 10:23:02',15.00,35.00,12.00,44.00,3.39,44.19
'19 Mar - 10:24:02',15.00,35.00,12.00,44.00,3.39,44.44
'19 Mar - 10:25:02',15.00,35.00,12.00,44.00,3.39,44.69
'19 Mar - 10:26:02',15.00,35.00,12.00,44.00,3.39,44.75
'19 Mar - 10:27:02',15.00,35.00,12.00,44.00,3.39,44.56
'19 Mar - 10:28:02',15.00,35.00,12.00,44.00,3.39,44.38
'19 Mar - 10:29:02',15.00,35.00,12.00,44.00,3.39,43.87
'19 Mar - 10:30:02',15.00,35.00,12.00,44.00,3.39,43.44
'19 Mar - 10:31:02',15.00,35.00,12.00,44.00,3.39,43.00
'19 Mar - 10:32:02',15.00,35.00,12.00,44.00,3.39,42.62
'19 Mar - 10:33:02',15.00,35.00,12.00,44.00,3.39,42.25
'19 Mar - 10:34:02',15.00,35.00,12.00,44.00,3.39,42.00
'19 Mar - 10:35:02',15.00,35.00,12.00,44.00,3.39,41.56
'19 Mar - 10:36:02',15.00,35.00,12.00,44.00,3.39,41.13
'19 Mar - 10:37:02',15.00,35.00,12.00,44.00,3.39,40.63
'19 Mar - 10:38:02',15.00,35.00,12.00,44.00,3.39,40.06
'19 Mar - 10:39:02',15.00,35.00,12.00,44.00,3.39,39.50
'19 Mar - 10:40:02',15.00,35.00,12.00,44.00,3.39,38.88
'19 Mar - 10:41:02',15.00,35.00,12.00,44.00,3.39,38.31
'19 Mar - 10:42:02',15.00,35.00,12.00,44.00,3.39,37.81
'19 Mar - 10:43:02',15.00,35.00,12.00,44.00,3.39,37.31
'19 Mar - 10:44:02',15.00,35.00,12.00,43.00,3.39,36.81
'19 Mar - 10:45:02',15.00,35.00,12.00,43.00,3.39,36.38
'19 Mar - 10:46:02',15.00,35.00,12.00,43.00,3.39,35.81
'19 Mar - 10:47:02',15.00,35.00,12.00,43.00,3.40,35.38
'19 Mar - 10:48:02',15.00,35.00,12.00,43.00,3.39,34.94
'19 Mar - 10:49:02',15.00,35.00,12.00,43.00,3.39,34.50
'19 Mar - 10:50:02',15.00,35.00,12.00,43.00,3.39,34.06
'19 Mar - 10:51:02',15.00,35.00,12.00,43.00,3.39,33.56
'19 Mar - 10:52:02',15.00,35.00,12.00,43.00,3.39,33.13
'19 Mar - 10:53:02',15.00,35.00,12.00,43.00,3.39,32.75
'19 Mar - 10:54:02',15.00,35.00,12.00,43.00,3.39,32.38
'19 Mar - 10:55:02',15.00,35.00,12.00,43.00,3.39,31.94
'19 Mar - 10:56:02',15.00,35.00,12.00,43.00,3.39,31.50
'19 Mar - 10:57:02',15.00,35.00,12.00,43.00,3.39,30.94
'19 Mar - 10:58:02',15.00,35.00,12.00,43.00,3.39,30.44
'19 Mar - 10:59:02',15.00,35.00,12.00,43.00,3.39,30.12
'19 Mar - 11:00:02',15.00,35.00,12.00,43.00,3.39,29.81
'19 Mar - 11:01:02',15.00,35.00,12.00,43.00,3.39,29.44
'19 Mar - 11:02:02',15.00,35.00,12.00,43.00,3.39,29.06
'19 Mar - 11:03:02',15.00,35.00,12.00,43.00,3.39,28.62
'19 Mar - 11:04:02',15.00,35.00,12.00,43.00,3.39,28.31
'19 Mar - 11:05:02',15.00,35.00,12.00,43.00,3.40,28.00
'19 Mar - 11:06:02',15.00,35.00,12.00,43.00,3.39,27.69
'19 Mar - 11:07:02',15.00,35.00,12.00,43.00,3.39,27.37
'19 Mar - 11:08:02',15.00,35.00,13.00,43.00,3.39,27.06
'19 Mar - 11:09:02',15.00,35.00,12.00,43.00,3.39,26.75
'19 Mar - 11:10:02',15.00,35.00,12.00,43.00,3.39,26.50
'19 Mar - 11:11:02',15.00,35.00,12.00,43.00,3.39,26.25
'19 Mar - 11:12:02',15.00,35.00,12.00,43.00,3.39,25.94
'19 Mar - 11:13:02',15.00,35.00,12.00,43.00,3.40,25.69
'19 Mar - 11:14:02',15.00,35.00,12.00,43.00,3.40,25.44
'19 Mar - 11:15:02',14.00,36.00,12.00,43.00,3.39,25.19
'19 Mar - 11:16:02',14.00,36.00,12.00,43.00,3.39,25.00
'19 Mar - 11:17:02',15.00,35.00,12.00,43.00,3.39,24.81
'19 Mar - 11:18:02',14.00,36.00,12.00,43.00,3.39,24.56
'19 Mar - 11:19:02',14.00,36.00,12.00,43.00,3.39,24.31
'19 Mar - 11:20:02',14.00,36.00,12.00,43.00,3.40,24.00
'19 Mar - 11:21:02',14.00,36.00,12.00,43.00,3.40,23.87
'19 Mar - 11:22:02',14.00,36.00,12.00,43.00,3.39,23.75
'19 Mar - 11:23:02',14.00,36.00,12.00,43.00,3.39,23.50
'19 Mar - 11:24:02',14.00,36.00,12.00,43.00,3.39,23.38
'19 Mar - 11:25:02',14.00,36.00,12.00,43.00,3.39,23.06
'19 Mar - 11:26:02',14.00,36.00,12.00,43.00,3.39,22.81
'19 Mar - 11:27:02',14.00,36.00,12.00,43.00,3.39,22.62
'19 Mar - 11:28:02',14.00,36.00,12.00,43.00,3.39,22.50
'19 Mar - 11:29:02',14.00,36.00,12.00,43.00,3.39,22.31
'19 Mar - 11:30:02',14.00,36.00,12.00,43.00,3.39,22.00
'19 Mar - 11:31:02',14.00,36.00,13.00,42.00,3.39,21.75
'19 Mar - 11:32:02',14.00,36.00,13.00,42.00,3.39,21.56
'19 Mar - 11:33:02',14.00,36.00,13.00,42.00,3.39,21.37
'19 Mar - 11:34:02',14.00,36.00,13.00,42.00,3.40,21.31
'19 Mar - 11:35:02',14.00,36.00,14.00,42.00,3.40,21.12
'19 Mar - 11:36:02',14.00,36.00,14.00,42.00,3.39,21.00
'19 Mar - 11:37:02',14.00,36.00,14.00,42.00,3.39,20.94
'19 Mar - 11:38:02',14.00,36.00,14.00,42.00,3.39,20.81
'19 Mar - 11:39:02',14.00,36.00,14.00,42.00,3.39,20.62
'19 Mar - 11:40:02',14.00,36.00,14.00,42.00,3.39,20.50
'19 Mar - 11:41:02',14.00,36.00,14.00,42.00,3.39,20.44
'19 Mar - 11:42:02',14.00,36.00,14.00,42.00,3.39,20.31
'19 Mar - 11:43:02',14.00,36.00,14.00,42.00,3.40,20.19
'19 Mar - 11:44:02',14.00,36.00,13.00,42.00,3.39,19.94
'19 Mar - 11:45:02',14.00,36.00,13.00,41.00,3.39,19.75
'19 Mar - 11:46:02',14.00,36.00,13.00,41.00,3.39,19.62
'19 Mar - 11:47:02',14.00,36.00,13.00,41.00,3.39,19.44
'19 Mar - 11:48:02',14.00,36.00,13.00,41.00,3.39,19.31
'19 Mar - 11:49:02',14.00,36.00,13.00,42.00,3.39,19.19
'19 Mar - 11:50:02',14.00,36.00,13.00,42.00,3.39,19.12
'19 Mar - 11:51:02',14.00,36.00,13.00,42.00,3.39,19.06
'19 Mar - 11:52:02',14.00,36.00,13.00,42.00,3.39,18.94
'19 Mar - 11:53:02',14.00,36.00,13.00,42.00,3.39,18.81
'19 Mar - 11:54:02',14.00,36.00,13.00,42.00,3.39,18.75
'19 Mar - 11:55:02',14.00,36.00,13.00,42.00,3.39,18.62
'19 Mar - 11:56:02',14.00,36.00,13.00,42.00,3.39,18.62
'19 Mar - 11:57:02',14.00,36.00,13.00,42.00,3.40,18.50
'19 Mar - 11:58:02',14.00,36.00,13.00,41.00,3.39,18.37
'19 Mar - 11:59:02',14.00,36.00,13.00,41.00,3.39,18.31
'19 Mar - 12:00:02',14.00,36.00,13.00,42.00,3.39,18.19
'19 Mar - 12:01:02',14.00,36.00,13.00,42.00,3.39,18.12
'19 Mar - 12:02:02',14.00,36.00,13.00,42.00,3.39,18.06
'19 Mar - 12:03:02',14.00,36.00,13.00,42.00,3.39,18.00
'19 Mar - 12:04:02',14.00,36.00,13.00,42.00,3.39,17.87
'19 Mar - 12:05:02',14.00,36.00,13.00,42.00,3.39,17.81
'19 Mar - 12:06:02',14.00,36.00,13.00,42.00,3.39,17.75
'19 Mar - 12:07:02',14.00,36.00,13.00,42.00,3.39,17.69
'19 Mar - 12:08:02',14.00,36.00,14.00,42.00,3.39,17.62
'19 Mar - 12:09:02',14.00,36.00,14.00,42.00,3.39,17.50
'19 Mar - 12:10:02',14.00,36.00,14.00,42.00,3.39,17.44
'19 Mar - 12:11:02',14.00,36.00,14.00,42.00,3.39,17.37
'19 Mar - 12:12:02',14.00,36.00,14.00,42.00,3.39,17.31
'19 Mar - 12:13:02',14.00,36.00,14.00,42.00,3.39,17.25
'19 Mar - 12:14:02',14.00,36.00,14.00,42.00,3.39,17.19
'19 Mar - 12:15:02',14.00,36.00,14.00,41.00,3.39,17.00
'19 Mar - 12:16:02',14.00,36.00,13.00,41.00,3.39,16.87
'19 Mar - 12:17:02',14.00,36.00,13.00,41.00,3.39,16.81
'19 Mar - 12:18:02',14.00,36.00,13.00,41.00,3.39,16.75
'19 Mar - 12:19:02',14.00,36.00,13.00,41.00,3.39,16.62
'19 Mar - 12:20:02',14.00,36.00,13.00,41.00,3.39,16.50
'19 Mar - 12:21:02',14.00,36.00,12.00,42.00,3.39,16.44
'19 Mar - 12:22:02',14.00,36.00,12.00,42.00,3.39,16.31
'19 Mar - 12:23:02',14.00,36.00,12.00,42.00,3.39,16.31
'19 Mar - 12:24:02',14.00,36.00,12.00,42.00,3.39,16.31
'19 Mar - 12:25:02',14.00,36.00,12.00,42.00,3.39,16.25
'19 Mar - 12:26:02',14.00,36.00,13.00,41.00,3.39,16.25
'19 Mar - 12:27:02',14.00,36.00,13.00,42.00,3.39,16.25
'19 Mar - 12:28:02',14.00,36.00,13.00,42.00,3.39,16.25
'19 Mar - 12:29:02',14.00,36.00,13.00,42.00,3.39,16.19
'19 Mar - 12:30:02',14.00,36.00,13.00,42.00,3.39,16.19
'19 Mar - 12:31:02',14.00,36.00,13.00,42.00,3.39,16.12
'19 Mar - 12:32:02',14.00,36.00,13.00,42.00,3.39,16.06
'19 Mar - 12:33:02',14.00,36.00,13.00,42.00,3.39,16.06
'19 Mar - 12:34:02',14.00,36.00,13.00,42.00,3.39,16.00
'19 Mar - 12:35:02',14.00,36.00,13.00,41.00,3.39,15.94
'19 Mar - 12:36:02',14.00,36.00,13.00,41.00,3.39,15.88
'19 Mar - 12:37:02',14.00,36.00,13.00,42.00,3.39,15.81
'19 Mar - 12:38:02',14.00,36.00,14.00,42.00,3.39,15.81
'19 Mar - 12:39:02',14.00,36.00,14.00,42.00,3.39,15.75
'19 Mar - 12:40:02',14.00,36.00,14.00,42.00,3.39,15.69
'19 Mar - 12:41:02',14.00,36.00,14.00,42.00,3.39,15.63
'19 Mar - 12:42:02',14.00,36.00,14.00,41.00,3.39,15.56
'19 Mar - 12:43:02',14.00,36.00,14.00,41.00,3.40,15.50
'19 Mar - 12:44:02',14.00,36.00,14.00,42.00,3.39,15.50
'19 Mar - 12:45:02',14.00,36.00,14.00,42.00,3.39,15.44
'19 Mar - 12:46:02',14.00,36.00,14.00,42.00,3.39,15.44
'19 Mar - 12:47:02',14.00,36.00,14.00,42.00,3.39,15.44
'19 Mar - 12:48:02',14.00,36.00,14.00,42.00,3.40,15.44
'19 Mar - 12:49:02',14.00,36.00,14.00,42.00,3.39,15.38
'19 Mar - 12:50:02',14.00,36.00,14.00,42.00,3.39,15.38
'19 Mar - 12:51:02',14.00,36.00,14.00,42.00,3.39,15.38
'19 Mar - 12:52:02',14.00,36.00,14.00,42.00,3.39,15.31
'19 Mar - 12:53:02',14.00,36.00,14.00,42.00,3.39,15.25
'19 Mar - 12:54:02',14.00,36.00,14.00,42.00,3.39,15.25
'19 Mar - 12:55:02',14.00,36.00,14.00,42.00,3.39,15.25
'19 Mar - 12:56:02',14.00,36.00,15.00,41.00,3.39,15.19
'19 Mar - 12:57:02',14.00,36.00,15.00,41.00,3.40,15.19
'19 Mar - 12:58:02',14.00,36.00,15.00,41.00,3.39,15.13
'19 Mar - 12:59:02',14.00,36.00,15.00,41.00,3.39,15.13
'19 Mar - 13:00:02',14.00,36.00,14.00,42.00,3.39,15.06
'19 Mar - 13:01:02',14.00,36.00,14.00,41.00,3.39,15.00
'19 Mar - 13:02:02',14.00,36.00,14.00,41.00,3.39,14.94
'19 Mar - 13:03:02',14.00,36.00,14.00,41.00,3.39,14.94
'19 Mar - 13:04:02',14.00,36.00,14.00,41.00,3.39,14.87
'19 Mar - 13:05:02',14.00,36.00,14.00,41.00,3.39,14.81
'19 Mar - 13:06:02',14.00,36.00,14.00,41.00,3.39,14.75
'19 Mar - 13:07:02',14.00,36.00,13.00,41.00,3.39,14.69
'19 Mar - 13:08:02',14.00,36.00,13.00,41.00,3.39,14.63
